id,brand,model,type,resolution_label,megapixels,sensor,field_of_view_deg,night_vision_type,ip_rating,two_way_audio,release_year
tapo-c425,Tapo,Tapo C425,bullet,2K QHD,4,,110 horizontal,color,IP66,true,2024
tapo-c440,Tapo,C440,dome,4MP QHD,4,"1/2.7"" CMOS",130 horizontal,color,IP67,false,2023
tapo-c460,Tapo,Tapo C460,bullet,4K UHD,8,,110 horizontal,color,IP66,true,2025
tapo-c500,Tapo,Tapo C500,ptz,1080p,2,,360 pan / 100 tilt,ir,IP65,true,2022
tapo-c500-eu,Tapo,C500 (EU),bullet,1080p HD,2,CMOS,360 pan / 139 tilt,ir,IP65,false,2022
tapo-c500-outdoor,Tapo,C500,ptz,1080p HD,2,CMOS,360 pan / 139 tilt,ir,IP65,false,2022
tapo-c510w,Tapo,Tapo C510W,ptz,3MP 1296p,3,,360 pan / 130 tilt,color,IP65,true,2023
tapo-c520ws,Tapo,Tapo C520WS,ptz,2K QHD,4,,360 pan / 130 tilt,color,IP66,true,2023
tapo-c530ws,Tapo,Tapo C530WS,ptz,2K QHD,4,,360 pan / 130 tilt,color,IP66,true,2024
tapo-c540,Tapo,Tapo C540,ptz,4MP QHD,4,,,hybrid,IP66,true,2024
tapo-c560ws,Tapo,Tapo C560WS,ptz,4K UHD,8,,360 pan / 140 tilt,color,IP66,true,2025
tapo-c566wb,Tapo,C566WB,ptz,4K UHD,8,,360 pan / 140 tilt,color,IP66,true,2025
tapo-c615f-kit,Tapo,C615F Kit,ptz,2K QHD,4,,360 pan / 140 tilt,color,IP65,true,2025
tapo-c660-kit,Tapo,C660 KIT,ptz,4K UHD,8,,360 pan / 140 tilt,color,IP65,true,2025
tapo-c675d-kit,Tapo,C675D Kit,dual-lens,4K 8MP dual-lens,8,,169 wide + tele,color,IP65,true,2026
tapo-c720,Tapo,Tapo C720,bullet,2K QHD,4,,120 horizontal,color,IP65,true,2024
tapo-c720-india,Tapo,C720 (India),ptz,4MP QHD,4,CMOS,360 pan / 160 tilt,color,IP66,true,2024
tapo-c720-outdoor,Tapo,C720,ptz,4MP QHD,4,CMOS,360 pan / 160 tilt,color,IP66,true,2024
tapo-c770,Tapo,Tapo C770,bullet,4K UHD,8,,,hybrid,IP67,true,2024
tapo-c840,Tapo,C840,ptz,4MP wide + 2MP tele dual lens,4,,360 pan / 130 tilt,color,IP20,true,2024
tapo-d130,Tapo,Tapo D130,box,2K QHD,4,,160 diagonal,ir,IP64,true,2024
tapo-d225,Tapo,D225,covert,2K QHD,5,,150 diagonal / 180 horizontal,color,IP44,true,2024
tapo-d230s1,Tapo,D230S1,covert,2K QHD,5,,160 diagonal,color,IP64,true,2024
tapo-d230s1-doorbell-global,Tapo,D230S1,covert,2K QHD,4,,160 diagonal (head-to-toe),color,IP44,true,2023
tapo-d235,Tapo,D235,covert,3K 5MP,5,,160 diagonal,color,IP44,true,2024
tapo-tc40,Tapo,TC40,bullet,2K QHD,4,,105 horizontal,color,IP66,true,2021
tapo-tc55,Tapo,Tapo TC55,ptz,2K QHD,4,,,hybrid,IP65,true,2024
tapo-tc82,Tapo,TC82,bullet,2K QHD,4,,116 horizontal,color,IP66,true,2023
tapo-tc82-global,Tapo,TC82,bullet,2K QHD,4,CMOS,118 horizontal,color,IP44,true,2023
tapo-tc85,Tapo,TC85,ptz,2K QHD,4,,360 pan / 140 tilt,color,IP65,true,2023
tiandy-tc-c32fn,Tiandy,TC-C32FN,dome,1080p,2,"1/2.8"" CMOS",108 horizontal,ir,IP66,false,2021
tiandy-tc-c32gn,Tiandy,TC-C32GN,bullet,1080p,2,"1/2.8"" CMOS",84 horizontal,ir,IP66,false,2021
tiandy-tc-c32gp,Tiandy,TC-C32GP,bullet,1080p,2,"1/2.8"" Starlight CMOS",108 horizontal,ir,IP67,false,2022
tiandy-tc-c32ms,Tiandy,TC-C32MS,turret,1080p,2,"1/2.8"" Super Starlight CMOS",108 horizontal,hybrid,IP67,true,2022
tiandy-tc-c32qn,Tiandy,TC-C32QN,dome,1080p,2,"1/2.8"" CMOS",108-30 horizontal,ir,IP66,false,2021
tiandy-tc-c34gp-w-e,Tiandy,TC-C34GP W/E,bullet,4MP QHD,4,"1/2.7"" Starlight CMOS",84 horizontal,ir,IP67,false,2022
tiandy-tc-c34gs,Tiandy,TC-C34GS,bullet,4MP QHD,4,"1/2.7"" Starlight CMOS",102 horizontal,ir,IP67,false,2022
tiandy-tc-c34hn,Tiandy,TC-C34HN,dome,4MP QHD,4,"1/2.7"" Starlight CMOS",102 horizontal,ir,IP66,false,2022
tiandy-tc-c34ms,Tiandy,TC-C34MS,turret,4MP QHD,4,"1/2.7"" Super Starlight CMOS",102 horizontal,hybrid,IP67,true,2022
tiandy-tc-c34sp,Tiandy,TC-C34SP,bullet,4MP QHD,4,"1/2.7"" Super Starlight CMOS",102-30 horizontal,hybrid,IP67,true,2023
tiandy-tc-c35fn,Tiandy,TC-C35FN,dome,5MP,5,"1/2.7"" Starlight CMOS",102 horizontal,ir,IP66,false,2022
tiandy-tc-c35gs,Tiandy,TC-C35GS,bullet,5MP,5,"1/2.7"" Starlight CMOS",102 horizontal,ir,IP67,false,2022
tiandy-tc-c35ms,Tiandy,TC-C35MS,turret,5MP,5,"1/2.7"" Super Starlight CMOS",102 horizontal,hybrid,IP67,true,2022
tiandy-tc-c35wp,Tiandy,TC-C35WP,fisheye,5MP,5,"1/2.7"" CMOS",360 horizontal,ir,IP66,false,2022
tiandy-tc-c38gs,Tiandy,TC-C38GS,bullet,4K UHD,8,"1/1.8"" Starlight CMOS",107 horizontal,ir,IP67,false,2023
tiandy-tc-c38hn,Tiandy,TC-C38HN,dome,4K UHD,8,"1/1.8"" Starlight CMOS",107 horizontal,ir,IP66,false,2023
tiandy-tc-c38ls,Tiandy,TC-C38LS,bullet,4K UHD,8,"1/1.8"" Super Starlight CMOS",107-30 horizontal,hybrid,IP67,true,2023
tiandy-tc-h326m,Tiandy,TC-H326M,ptz,1080p,2,"1/2.8"" Starlight CMOS",57.6-2.5 horizontal,ir,IP66,false,2022
tiandy-tc-h356m,Tiandy,TC-H356M,ptz,5MP,5,"1/2.7"" Starlight CMOS",57.6-2.5 horizontal,ir,IP66,false,2023
tiandy-tc-h388m,Tiandy,TC-H388M,ptz,4K UHD,8,"1/1.8"" Starlight CMOS",54-2.1 horizontal,ir,IP66,false,2023
tvt-td-8423is-a,TVT Digital,TD-8423IS-A,ptz,1080p Full HD,2,"1/2.8"" CMOS",55-2.8 horizontal,ir,IP66,false,2020
tvt-td-8443is-a,TVT Digital,TD-8443IS-A,ptz,4MP QHD,4,"1/3"" CMOS",58-2.5 horizontal,ir,IP66,false,2021
tvt-td-8483is-a,TVT Digital,TD-8483IS-A,ptz,4K UHD,8,"1/2.8"" CMOS",56-2.5 horizontal,ir,IP66,true,2022
tvt-td-9422e3-a,TVT Digital,TD-9422E3-A,bullet,1080p Full HD,2,"1/2.8"" CMOS",86 horizontal,ir,IP67,false,2020
tvt-td-9423e3-a,TVT Digital,TD-9423E3-A,turret,1080p Full HD,2,"1/2.8"" CMOS",108 horizontal,ir,IP66,false,2020
tvt-td-9443e3-a,TVT Digital,TD-9443E3-A,turret,4MP QHD,4,"1/3"" CMOS",100 horizontal,ir,IP67,false,2021
tvt-td-9452e3-a,TVT Digital,TD-9452E3-A,bullet,5MP,5,"1/2.7"" CMOS",82 horizontal,ir,IP67,false,2021
tvt-td-9482e3-a,TVT Digital,TD-9482E3-A,bullet,4K UHD,8,"1/2.8"" CMOS",105 horizontal,ir,IP67,true,2022
tvt-td-9483e3-a,TVT Digital,TD-9483E3-A,turret,4K UHD,8,"1/2.8"" CMOS",105 horizontal,hybrid,IP67,true,2022
tvt-td-9522s3,TVT Digital,TD-9522S3,dome,1080p Full HD,2,"1/2.8"" CMOS",108 horizontal,ir,IP67,false,2020
tvt-td-9542s3,TVT Digital,TD-9542S3,dome,4MP QHD,4,"1/3"" CMOS",100 horizontal,ir,IP67,false,2021
tvt-td-9582s3,TVT Digital,TD-9582S3,dome,4K UHD,8,"1/2.8"" CMOS",105 horizontal,ir,IP67,false,2022
ubiquiti-ai-360,Ubiquiti,UniFi Protect AI 360,fisheye,4K UHD (8 MP fisheye),8,"1/1.8"" CMOS",360,ir,IP65,true,2024
ubiquiti-ai-bullet,Ubiquiti,UniFi Protect AI Bullet,bullet,4K UHD,8,"1/1.8"" CMOS",109-35 horizontal,ir,IP65,false,2024
ubiquiti-ai-dome,Ubiquiti,UniFi Protect AI Dome,dome,4K UHD,8,"1/1.8"" CMOS",96 horizontal,ir,IP66,false,2024
ubiquiti-ai-theta-pro,Ubiquiti,UniFi Protect AI Theta Pro,panoramic,4x6MP multisensor,24,"4x 1/2.8"" CMOS",360,ir,IP66,false,2024
ubiquiti-g3-bullet,Ubiquiti,UniFi Protect G3 Bullet,bullet,1080p HD,2,,85 horizontal,ir,IP67,false,2018
ubiquiti-g3-flex,Ubiquiti,UniFi Protect G3 Flex,dome,1080p HD,2,,87 horizontal,ir,IPX4,false,2019
ubiquiti-g3-instant,Ubiquiti,UniFi Protect G3 Instant,dome,1080p HD,2,,108 diagonal,ir,,true,2021
ubiquiti-g3-pro,Ubiquiti,UniFi Protect G3 PRO,bullet,1080p HD,2,,104-35 horizontal,ir,IP67,false,2018
ubiquiti-g4-bullet,Ubiquiti,UniFi Protect G4 Bullet,bullet,2K,4,"1/2.7"" CMOS",83 horizontal,ir,IPX4,false,2021
ubiquiti-g4-doorbell-pro,Ubiquiti,UniFi Protect G4 Doorbell Pro,covert,2K,5,"1/2.7"" CMOS",148 diagonal,color,IP55,true,2022
ubiquiti-g4-instant,Ubiquiti,UniFi Protect G4 Instant,dome,2K,4,"1/2.8"" CMOS",130 diagonal,ir,IP20,true,2021
ubiquiti-g4-pro,Ubiquiti,UniFi Protect G4 Pro,bullet,4K UHD,8,"1/2"" CMOS",109-35 horizontal,ir,IP65,false,2022
ubiquiti-g4-ptz,Ubiquiti,UniFi Protect G4 PTZ,ptz,4K UHD,8,"1/2.8"" CMOS",64-3 horizontal,ir,IP66,true,2022
ubiquiti-g5-flex,Ubiquiti,UniFi Protect G5 Flex,dome,2K QHD,4,"1/3"" CMOS",106 horizontal,ir,IPX4,false,2024
ubiquiti-g5-ptz,Ubiquiti,UniFi Protect G5 PTZ,ptz,4K UHD,8,"1/2"" CMOS",51-2.4 horizontal,ir,IP66,false,2024
ubiquiti-g5-turret-ultra,Ubiquiti,UniFi Protect G5 Turret Ultra,turret,2K,5,"1/2.7"" CMOS (5MP)",88 horizontal,ir,IP66,false,2024
ubiquiti-unifi-ai-bullet,Ubiquiti,UniFi AI Bullet,bullet,4K UHD,8,"1/1.8"" CMOS",90 horizontal,ir,IP66,false,2023
ubiquiti-unifi-ai-pro,Ubiquiti,UniFi AI Pro,dome,4K UHD,8,"1/1.8"" CMOS",108-37 horizontal,ir,IP66,false,2023
ubiquiti-unifi-ai-theta-pro,Ubiquiti,UniFi AI Theta Pro,panoramic,4K 360° multi-lens panoramic,8,Multi CMOS,360 horizontal,ir,IP54,false,2023
ubiquiti-unifi-g4-dome,Ubiquiti,UniFi Protect G4 Dome,dome,2K,4,"1/2.8"" CMOS",88.5 horizontal,ir,IPX4,false,2021
ubiquiti-unifi-g5-bullet,Ubiquiti,UniFi Protect G5 Bullet,bullet,2K,4,"1/2.7"" CMOS (5MP)",84.4 horizontal / 45.4 vertical,ir,IPX4,false,
ubiquiti-unifi-g5-dome,Ubiquiti,UniFi Protect G5 Dome,dome,2K,5,"1/2.7"" CMOS (5MP)",95 horizontal,ir,IPX4,false,2023
ubiquiti-unifi-g5-pro,Ubiquiti,UniFi Protect G5 Professional,bullet,4K UHD,8,"1/2"" CMOS",109.9-35 horizontal,ir,IP65,false,
ubiquiti-unifi-g5-ptz,Ubiquiti,UniFi G5 PTZ,ptz,4MP QHD,4,"1/2.8"" CMOS",55-2.7 horizontal,ir,IP66,false,2023
uniview-ipc2122le-adf40kmc-wl,Uniview,IPC2122LE-ADF40KMC-WL,bullet,1080p,2,"1/2.8"" CMOS",97 horizontal,color,IP67,false,
uniview-ipc2224se-df40k-wl,Uniview,IPC2224SE-DF40K-WL-I0,dome,4MP,4,,90h,color,IP67,false,2022
uniview-ipc2224se-df40k-wl-i0,Uniview,IPC2224SE-DF40K-WL-I0,bullet,4MP,4,"1/2.8"" Progressive Scan CMOS",83 horizontal,color,IP67,false,
uniview-ipc2228se-df40k-wl,Uniview,IPC2228SE-DF40K-WL-I0,dome,4K UHD,8,,107h,color,IP67,false,2023
uniview-ipc2228se-df40k-wl-i0,Uniview,IPC2228SE-DF40K-WL-I0,bullet,4K UHD,8,"1/1.8"" Progressive Scan CMOS",89 horizontal,color,IP67,false,
uniview-ipc3234sa-df28k-wl,Uniview,IPC3234SA-DF28K-WL,turret,4MP,4,"1/1.8"" CMOS",101 horizontal,color,IP67,true,
uniview-ipc3235sa-df28k-wl,Uniview,IPC3235SA-DF28K-WL,dome,5MP,5,,106h,color,IP67,true,2022
uniview-ipc3235sb-adf28km-i0,Uniview,IPC3235SB-ADF28KM-I0,dome,5MP,5,,106h,ir,IP67,false,2022
uniview-ipc3612sb-adf28km-i0,Uniview,IPC3612SB-ADF28KM-I0,turret,1080p,2,"1/2.8"" Progressive Scan CMOS",104 horizontal,ir,IP67,false,
uniview-ipc3614sb-adf28km-i0,Uniview,IPC3614SB-ADF28KM-I0,turret,4MP,4,"1/3"" Progressive Scan CMOS",101.1 horizontal,ir,IP67,false,
uniview-ipc3614sb-adf28km-i0-mena,Uniview,IPC3614SB-ADF28KM-I0 (MENA),dome,4MP,4,"1/1.8"" CMOS",106 horizontal,hybrid,IP67,true,2023
uniview-ipc3615sb-adf28km-i0,Uniview,IPC3615SB-ADF28KM-I0,turret,5MP,5,"1/2.7"" Progressive Scan CMOS",96.1 horizontal,ir,IP67,false,
uniview-ipc3618sb-adf28km-i0,Uniview,IPC3618SB-ADF28KM-I0,turret,4K UHD,8,"1/2.7"" Progressive Scan CMOS",112.4 horizontal,ir,IP67,false,
uniview-ipc3634sb-adzk-wl-i0,Uniview,IPC3634SB-ADZK-WL-I0,turret,4MP,4,"1/1.8"" CMOS",106-31 horizontal,color,IP67,false,
uniview-ipc3835sb-adzk-i0,Uniview,IPC3835SB-ADZK-I0,bullet,5MP,5,"1/2.7"" CMOS",106-31 horizontal,ir,IP67,false,
uniview-ipc3838sb-adzk-i0,Uniview,IPC3838SB-ADZK-I0,bullet,4K UHD,8,"1/2.7"" CMOS",106-31 horizontal,ir,IP67,false,
uniview-ipc868-adu-wl,Uniview,IPC868-ADU-WL,turret,4K UHD,8,"1/1.8"" Progressive Scan CMOS",113 horizontal,color,IP67,true,
verkada-cb62-usa,Verkada,CB62,bullet,4K UHD,8,"1/1.8"" CMOS",112 horizontal,color,IP66,false,2024
verkada-cd61-usa,Verkada,CD61,dome,4K UHD,8,"1/1.8"" CMOS",360 fisheye,ir,IP42,false,2024
verkada-cm61,Verkada,CM61,dome,4K UHD,8,"1/1.8"" CMOS",108-37 horizontal,ir,IP66,false,2024
vivotek-cc9381-hv,Vivotek,CC9381-HV,covert,5MP,5,"1/2.7"" Progressive Scan CMOS",180 diagonal,ir,IP66,false,
vivotek-fd816c-hf2,Vivotek,FD816C-HF2,dome,1080p HD,2,,110h,ir,IP41,false,2018
vivotek-fd9167-ht-v2,Vivotek,FD9167-HT-v2,dome,1080p,2,"1/2.7"" Progressive Scan CMOS",113 horizontal (2.8mm),ir,IP30,false,
vivotek-fd9169-ht,Vivotek,FD9169-HT,dome,4K UHD,8,,110h,ir,IP66,false,2023
vivotek-fd9389-ehv-v2,Vivotek,FD9389-EHV-v2,dome,5MP,5,"1/2.7"" Progressive Scan CMOS",105 horizontal,ir,IP66,false,
vivotek-fe9391-ev,Vivotek,FE9391-EV,fisheye,5MP,5,"1/2.7"" Progressive Scan CMOS",360,ir,IP67,false,
vivotek-fe9391-evc-new,Vivotek,FE9391-EVC,panoramic,5MP 360°,5,"1/2.5"" CMOS",360 fisheye,ir,IP66,false,2022
vivotek-ib9360-hf3,Vivotek,IB9360-HF3,bullet,1080p HD,2,,80h,ir,IP66,false,2019
vivotek-ib9387-eht-v2,Vivotek,IB9387-EHT-v2,bullet,5MP,5,"1/2.7"" Progressive Scan CMOS",105-31 horizontal,ir,IP67,false,
vivotek-ib9388-ht,Vivotek,IB9388-HT-v2,bullet,4K UHD,8,,110h,ir,IP66,false,2022
vivotek-ib9389-eht-v2,Vivotek,IB9389-EHT-v2,bullet,5MP,5,"1/2.7"" Progressive Scan CMOS",105 horizontal (2.8mm),ir,IP67,false,
vivotek-ib9399-h,Vivotek,IB9399-H,bullet,4K UHD,8,,107h,ir,IP67,false,2022
vivotek-ms9390-hv,Vivotek,MS9390-HV,panoramic,8MP 180deg,8,"Dual 1/2.7"" Progressive Scan CMOS",180 horizontal / 68 vertical,ir,IP66,false,
vivotek-sd9384-ehl,Vivotek,SD9384-EHL,ptz,4K UHD,8,"1/2.5"" CMOS",59-1.9 horizontal,ir,IP66,true,
vivotek-sd9388-ehl,Vivotek,SD9388-EHL,ptz,4MP,4,,56-2h,ir,IP66,false,2022
wyze-battery-cam-pro,Wyze,Battery Cam Pro,bullet,2K QHD,4,"1/2.9"" CMOS",130 diagonal,color,IP65,true,2024
wyze-cam-floodlight-pro,Wyze,Cam Floodlight Pro,bullet,2.5K QHD,4,CMOS,180 diagonal,color,IP55,true,2023
wyze-cam-og,Wyze,Cam OG,box,1080p,2,"1/2.9"" CMOS",130 diagonal,hybrid,IP65,true,2023
wyze-cam-og-telephoto,Wyze,Cam OG Telephoto,box,1080p,2,"1/2.9"" CMOS",44 diagonal,hybrid,IP65,true,2023
wyze-cam-outdoor-pro,Wyze,Cam Outdoor Pro,bullet,2.5K QHD,4,,122 diagonal,color,IP65,true,2024
wyze-cam-outdoor-v2,Wyze,Cam Outdoor v2,bullet,1080p,2,CMOS,110 diagonal,ir,IP65,true,2022
wyze-cam-pan-v2,Wyze,Cam Pan v2,ptz,1080p,2,"1/2.9"" CMOS",360 pan / 93 tilt,color,IP65,true,2022
wyze-cam-pan-v3,Wyze,Cam Pan v3,ptz,1080p,2,CMOS,360 pan / 170 tilt,color,IP65,true,2022
wyze-cam-v2,Wyze,Cam v2,box,1080p,2,"1/2.9"" CMOS",110 diagonal,ir,,true,2018
wyze-cam-v3,Wyze,Cam v3,dome,1080p,2,"1/2.9"" CMOS",130 diagonal,color,IP65,true,2020
wyze-cam-v3-pro,Wyze,Cam v3 Pro,dome,2K QHD,4,"1/2.7"" CMOS",122 diagonal,color,IP65,true,2022
wyze-cam-v4,Wyze,Cam v4,dome,2.5K QHD,4,"1/2.7"" CMOS (upgraded vs v3)",118 diagonal,color,IP65,true,2024
wyze-floodlight-cam-v2,Wyze,Floodlight Cam v2,bullet,2K QHD,4,CMOS,160 diagonal,color,IP65,true,2023
wyze-video-doorbell-pro,Wyze,Video Doorbell Pro,covert,2K QHD,4,,160 diagonal,color,IP44,true,2022
wyze-video-doorbell-v2,Wyze,Video Doorbell v2,covert,2K QHD,4,,150 diagonal,color,IP65,true,2024
yale-sv-abfx-w,Yale,SV-ABFX-W,bullet,1080p HD,2,,110 horizontal,ir,IP65,true,2022
yale-sv-dafx-w,Yale,SV-DAFX-W,bullet,1080p HD,2,,110 horizontal,ir,IP65,true,2020
yale-sv-dbc-b,Yale,Smart Video Doorbell Colour,covert,1080p HD,2,,150h,color,IP55,true,2022
yale-sv-ddfx-w,Yale,SV-DDFX-W,covert,1080p HD,2,,155 diagonal,ir,IP44,true,2022
yale-sv-dpfx-w,Yale,SV-DPFX-W,ptz,1080p HD,2,,360 pan / 95 tilt,color,IP20,true,2022
yale-sv-floodlight,Yale,Smart Floodlight Camera 2K,bullet,2K QHD,4,,130h,color,IP44,true,2023
yale-sv-outdoor-2k,Yale,Outdoor Camera 2K,bullet,2K QHD,4,,130h,color,IP66,true,2023
yale-wipc-303w,Yale,WIPC-303W,ptz,720p HD,1,,93 horizontal,ir,IP20,true,2019
zebronics-zeb-ipsr100-ir,Zebronics,ZEB-IPSR100,dome,1080p HD,2,CMOS,105 diagonal,ir,IP20,true,2022
zebronics-zeb-ns-cam2000,Zebronics,ZEB-NS-CAM2000,ptz,3MP 2K,3,CMOS,355 pan / 90 tilt,ir,IP20,true,2023
zebronics-zeb-ns-cam4000,Zebronics,ZEB-NS-Cam4000,bullet,4MP,4,,103h,ir,IP66,false,2023
zebronics-zeb-smartcam200,Zebronics,ZEB-SmartCam200,dome,1080p HD,2,,107h,ir,IP20,true,2023
